,Job title,Company name,Job description,Job location,Salary,Job type,Category,Salary type,Average annual salary,Average hourly salary
375,"Korean Bilingual Business Analyst / Ridgefield Park, NJ / Logistics / SN764756",BTI Solutions,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ",NaN,,business analyst,,,
376,"Senior Analyst, Digital Marketing Analytics",CMI Media Group,Collaborate with data analytics team to ensure data is being collected from both client and suppliers for objectives and KPI’s.,"Parsippany, NJ 07054",NaN,,analyst,,,
377,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",NaN,Full-time,analyst,,,
378,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",NaN,Full-time,engineer,,,
379,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",NaN,Full-time,analyst,,,
380,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)",33000 - 55000 a year,Full-time,analyst,year,44000.0,
381,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",NaN,,analyst,,,
382,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",NaN,Full-time,business analyst,,,
383,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",NaN,Full-time,business analyst,,,
384,Oracle HCM Software Business Analyst,New York County District Attorney's Office,"Strong attention to detail and high concern for data accuracy.Extract data from Oracle systems to be used in high level reports, audits, or other reporting…","New York, NY 10013 (Chinatown area)",72779 - 95735 a year,Full-time,business analyst,year,84257.0,
385,Sales Data Analyst,Qcells,1-3 years of experience in working with sales operations experience for an inbound or outbound sales organization and/or sales CRM tools.,"Teaneck, NJ",NaN,Full-time,data analyst,,,
386,Sr. Software Engineer/ Data Engineer/Big Data Analyst,Alpha Clinical Systems,"Build data platforms utilizing Spark distributed computing.Design, development, customization, integration and implementation of the software products Big Data…","Piscataway, NJ 08854",NaN,Full-time,engineer,,,
387,Legacy Replacement Project Business Analysis Supervisor,NYC Careers,"A master's degree in computer science from an accredited college or university and three (3) years of progressively more responsible, full-time, satisfactory…","New York, NY 11201 (Downtown area)",115000 - 125000 a year,Full-time,,year,120000.0,
388,Sr. Business Analyst - Salesforce,Antech Diagnostics,"This role ensures that Salesforce enhancements are prioritized against the needs of the business, stakeholders are always informed, and technical teams can…","New York, NY 10013 (Tribeca area)",88200 - 110000 a year,Full-time,business analyst,year,99100.0,
389,Business Analyst,Technovista,(ROD003)- IDEAL Candidate will have strong Business Analysis experience ideally within Banking / financial services Industry.,"Edison, NJ 08820",NaN,,business analyst,,,
390,Sr. Technical Business Analyst,"Fiserv, Inc.","3-5 years of technology business analyst experience.3-5 years’ experience in API analysis with REST APIs, Microsoft Visio for Process Flow Diagrams, and use of…","Berkeley Heights, NJ 07922",NaN,Full-time,business analyst,,,
391,Data Quality Analyst,HORIBA,1 to 3 years of experience working in a quality or equivalent role within a manufacturing environment.Strong attention to detail and analytical skills.,"Piscataway, NJ 08854",NaN,,analyst,,,
392,Business Analyst,NICE Systems,"Prepare use cases, test cases and test data.Communicate with clients to gather and document requirements.Write test plans and conduct testing.","Hoboken, NJ",NaN,,business analyst,,,
393,Senior Data Modeler/Senior Data Analyst,Alice and Olivia,Data Modeling: Develop and maintain complex data models that support our data warehouse and reporting needs.Strong SQL skills for data extraction and analysis.,"Secaucus, NJ 07094",NaN,Full-time,data analyst,,,
394,"Full Time/ FTE - Business Analyst (Onsite) - Woodcliff Lake, NJ",OPENMIND TECHNOLOGIES INC,They should be wholly committed to the discovery and development of innovative solutions in an ever-changing digital landscape.,"Woodcliff Lake, NJ 07677",100000 - 110000 a year,Full-time,business analyst,year,105000.0,
395,Marketing Data Analyst,Direct Agents,Develop predictive data models used to maximize brand growth.Create data-driven audience segments for media and onsite personalization.,"Remote in New York, NY 10010",75000 - 90000 a year,Full-time,data analyst,year,82500.0,
396,Business Analyst,Hermes Networks,"Integration Analyst, Plainsboro, NJ and other client locations: Develop data extractions, develop reports, use database, report writer, data mart, or…","Plainsboro, NJ 08536",NaN,,business analyst,,,
397,Information Technology (IT) Solutions Analyst,Hackensack Meridian Health,"Analyze data to inform business decisions.Minimum of 3 years of proven business analyst experience with a focus on project intake, resource estimation, demand…","Edison, NJ 08837",NaN,Full-time,analyst,,,
398,SAS Program Management Lead Analyst/Data Analyst - Hybrid,The Cigna Group,Strong data investigation skills to mine healthcare data required.Strong data analysis skills with the ability to analyze large amount of healthcare data…,"New York, NY 10017 (Midtown area)",70800 - 118000 a year,Full-time,analyst,year,94400.0,
399,Senior Clinical Data Analyst,Alpha Stats,"Develop SAS programs to generate summary tables, data listings and graphs to accelerate FDA approval of new drugs.","Piscataway, NJ 08854",,Full-time,data analyst,,,
400,Revenue Cycle Analyst,ID Care PA,Experience in data analysis/data modeling with the ability to analyze data in creative ways and display results in a compelling manner.,"Hillsborough, NJ 08844",75000 - 100000 a year,Full-time,analyst,year,87500.0,
401,Research Analyst,AlphaROC,"Over 5 years experience as a Product Manager, with a proven track record of delivering successful products.Excellent analytical and critical thinking skills,…","Summit, NJ 07901",,Full-time,research analyst,,,
402,Business Intelligence Analyst,Zettalogix,"Define data collection practices, identified conversion points, and implemented tracking on the website to collect marketing data.","Iselin, NJ 08830",Estimated 78400 - 99300 a year,,business intelligence analyst,year,88850.0,
403,Operations Analyst,MP RPO,"Data integrity maintenance: Ensure the accuracy, completeness, and consistency of data by implementing quality control measures and data validation techniques.","Edison, NJ 08817",80000 - 90000 a year,Full-time,operations analyst,year,85000.0,
404,QA Analyst,Econtenti Inc,"Collect and analyzes data for software process evaluation and improvements, and integrates them into business processes to address the needs of the business.","Edison, NJ 08817",,,analyst,,,
405,Program Analyst (NBOE),Newark Board of Education,"Ability to collect and analyze data.Identifies actual or potential problem areas, trends, program accomplishments, or other significant factors.","Newark, NJ 07102 (Central Business District area)",58836 - 70467 a year,,analyst,year,64651.5,
406,Business Analyst,Helix Tech IT solution,Strong analytical skills with the ability to gather and interpret complex data.Use tools such as Visio and analytics software to visualize data and present…,"Hybrid remote in New York, NY 10001",73840 - 78566 a year,Full-time,business analyst,year,76203.0,
407,Business Analyst,UVeye,Gather data from original and secondary sources for our data and analysis.Experience in analyzing data to draw business-relevant conclusions and in data…,"Teaneck, NJ 07666",Estimated 70800 - 89700 a year,Full-time,business analyst,year,80250.0,
408,Section 8 HCV Data Systems Analyst,New York Housing Trust Fund,"Assist with data accuracy verification during the data migration process, to include querying, reviewing, and verifying data field mappings.","Hybrid remote in New York, NY 10004",79410 - 85000 a year,,systems analyst,year,82205.0,
409,BUSINESS ANALYST,Finite States,"BUSINESS ANALYST required at our office 265 Davidson Ave, Suite 205, Somerset, NJ 08873: This position requires to Analyze business or operating procedures to…","Somerset, NJ 08873",Estimated 71600 - 90600 a year,,business analyst,year,81100.0,
410,Axiom Business Analyst,Realign LLC,"4+ years’ experience writing Axiom mapping rules for 2052a and NSFR.4+ years’ experience with 2052a, NSFR.4+ years’ experience with SQL Server/Oracle database…","New York, NY",Estimated 107000 - 135000 a year,Contract,business analyst,year,121000.0,
411,Pricing & Data Analyst,NRZ Entertainment LLC,"Strong analytical skills with the ability to interpret complex data and make data-driven recommendations.Proficiency in data analysis tools and software, such…","Neptune City, NJ 07753",50000 - 75000 a year,Full-time,data analyst,year,62500.0,
412,"Senior Financial Analyst (Senior Management Consultant II), FAC Finance Adm",NYC Health + Hospitals,A Baccalaureate degree from an accredited college or university and five (5) years of experience as stated in #1 above of which three (3) years must have been…,"New York, NY",69342 - 110000 a year,Full-time,financial analyst,year,89671.0,
413,Principal Digital Commerce Business Analyst,NJ Transit,"Collects and analyzes data to support program management needs.Baccalaureate Degree in Computer Science, Information Technology, or related area and five (5)…","Newark, NJ 07105 (Ironbound area)",NaN,,business analyst,,,
414,Business Analyst,Xylo Consulting,Job duties: Gather and analyze data and business requirements to facilitate various scrum ceremonies for multiple business systems and processes; translate high…,"Neptune City, NJ 07753",NaN,,business analyst,,,
415,BUSINESS INTELLIGENCE ANALYSTS:,"Software Technology, Inc","Export and manipulate data across various sources in Excel, Tableau, Power BI and MicroStrategy.Analyze and develop Application Objects using MicroStrategy…","Princeton, NJ 08540",NaN,Full-time,business intelligence analyst,,,
416,Business Analyst,Shivam Infotech,"Analyze statistical data by using Oracle technology.Must have Master's degree in Engineering, Computer Science, or Information Systems or Bachelor's degree in…","Kendall Park, NJ 08824",88546 a year,Full-time,business analyst,year,88546.0,
417,Vice President – Senior Business Analyst,BNP Paribas,Minimum 5 years financial industry experience especially in clearing and collateral management environments.Perform level 3 production support.,"Jersey City, NJ",119000 - 198000 a year,Full-time,business analyst,year,158500.0,
418,Big Data Developer Analyst,Global Data Tek,"We are looking for strong, experienced candidates with 3-4 years of big data ecosystem experience who have done similar work elsewhere (Financial Services…","Piscataway, NJ 08854",NaN,,analyst,,,
419,Business Analyst Healthcare Consulting,Cognizant Technology Solutions,"A background in healthcare or health sciences; The track record and experience to achieve the above, which includes ideally 0-3 years of management consulting…","East Windsor, NJ",58700 - 77755 a year,Full-time,business analyst,year,68227.5,
420,"Business Analyst, Territory Design",Gartner,Independently and completely own high-complexity analytical projects that entail detailed analysis of territory and retention data to maximize revenue and…,"Stamford, CT",62400 - 86940 a year,,business analyst,year,74670.0,
421,Sr. Business Analyst,Zettalogix,Partner with systems analysts on technical requirements.Close partnership with PMO and data governance.Identify potential business improvement opportunities.,"Iselin, NJ 08830",NaN,,business analyst,,,
422,QA Analyst,Econtenti Inc,"Collect and analyzes data for software process evaluation and improvements, and integrates them into business processes to address the needs of the business.","Edison, NJ 08817",NaN,,analyst,,,
423,Compensation Analyst,Imperial Dade,"3-5 years of experience supporting compensation efforts with knowledge of compensation principles, programs, and practices.","North Bergen, NJ 07047",75000 - 80000 a year,Full-time,analyst,year,77500.0,
424,Sr. Business Analyst Sr. Business Analyst,ProWise Solutions,"Position is responsible for conducting business analysis, functional analysis, use case development, current state vs future state design of the projection…","Piscataway, NJ 08854",NaN,,business analyst,,,
425,Senior Business Data Analyst,"Fiserv, Inc.","Proficiency in data governance, data mining and Data analysis.Leading Refinement sessions, reviewing requests and ability to create SQL queries or analyze the…","Berkeley Heights, NJ 07922",NaN,Full-time,business analyst,,,
426,Business Analyst,I5 TECH,"Masters in CS (any), Engineering (any) MBA (any) and/or BS (any) with 5 years experience acceptable.Required to apply technical and business knowledge in the…","Edison, NJ 08817",NaN,Full-time,business analyst,,,
427,Data Analyst - Digital Analytics & Platforms,Publishers Clearing House,"Support the maintenance and development of the web analytics platforms, work with Technology team to maintain data collection and integrity, identify gaps in…","Jericho, NY 11753",75000 - 110000 a year,Full-time,data analyst,year,92500.0,
428,Business Analyst,Middlesex County,"The Business Analyst works to promote a culture of business, support and present the high energy elicitation process for collecting, storing and directing ideas…","New Brunswick, NJ 08901",NaN,Full-time,business analyst,,,
429,Business Analyst Data Business Partner,Inclusively,"Defining data models based on metadata requirements, ensuring that data change is strategic, efficient and maintains integrity.","Whippany, NJ 07981",NaN,Full-time,business analyst,,,
430,MS Dynamics 365 Business Analyst,BigLynx Computer Software,Generate reports and analyze system data to provide insights and recommendations for process improvement.Dynamics 365 Functional / Business Analyst with prior…,"Allenhurst, NJ 07711",70 - 80 an hour,Full-time,business analyst,hour,,75.0
431,IT/Business Systems Analyst,Neoitek Systems Inc,"Analyze data using Tableau and Google Fusion tables.Map business entities to Database tables columns, data types and provide required business and custom…","Totowa, NJ 07512",NaN,,systems analyst,,,
432,Sr. Government Pricing Analyst - FTE,eTeam Inc.,"Minimum 3-5 years of industry experience in healthcare, pharmaceutical and/or medical device industry; math, accounting, and analysis functions preferred.","Hybrid remote in Stamford, CT 06901",80000 - 110000 a year,Full-time,analyst,year,95000.0,
433,Business Intelligence Analyst,"Fiserv, Inc.",Communicate internally to collect and validate data as well as answer questions regarding reports and data.Maintain and support data analytics platforms.,"Berkeley Heights, NJ 07922",NaN,Full-time,business intelligence analyst,,,
434,DTS Senior Business Analyst,Hackensack Meridian Health,Minimum of 3-5 years of strong experience in a business analyst role.Maintain a backlog 3 to 4 sprints ahead of the team.Bachelor's degree in a related field.,"Edison, NJ 08837",NaN,Full-time,business analyst,,,
435,Senior Business Analyst,Princeton University,5-7 years of Business Analyst experience.Standard Weekly Hours: 36.25 Eligible for Overtime: No Benefits Eligible: Yes Probationary Period: 180 days Essential…,"Princeton, NJ 08542",NaN,Full-time,business analyst,,,
436,Technical Business Analyst,"Woongjin, Inc","Requires a bachelor's degree and at least 2-5 years of consulting experience or in a related area.The Technical Business Analyst, (BA), will be responsible for…","Ridgefield Park, NJ",NaN,Contract,business analyst,,,
437,Cybersecurity Analyst,Securitas Inc.,Analyze security alerts and data and determine the next steps.Bachelor's degree in IT plus a minimum of 1-3 years experience in Security Operations Analyst…,"Parsippany, NJ 07054",95000 - 105000 a year,Full-time,analyst,year,100000.0,
438,BUSINESS ANALYST,Finite States,"BUSINESS ANALYST required at our office 265 Davidson Ave, Suite 205, Somerset, NJ 08873: This position requires to Analyze business or operating procedures to…","Somerset, NJ 08873",NaN,,business analyst,,,
439,Business Analyst / EDI Analyst,Vedainfo,Local Candidates Only - 3 days a week in office.Maintain knowledge on working of all Chargeback and Pharma EDI requirements and map all data for various ERP…,"Bridgewater, NJ 08807",Up to 80 an hour,Contract,business analyst,hour,,80.0
440,Senior Salesforce Business Analyst,HADASSAH ZIONIST ORG,"3-5 Years Project management experience.5-7 years experience with CRMs e.g., Salesforce, ClearView.Communicate changes to Salesforce proactively prior to…","New York, NY 10005 (Financial District area)",118000 - 125000 a year,Full-time,business analyst,year,121500.0,
441,Senior Reporting and Data Analyst - Management and Enterprise Business Intelligence - Finance & Administration,Bloomberg,"A minimum of 3 years' progressive professional experience in data analytics, data modeling, segmentation, quantitative methods, extracting insights, and…","New York, NY 10261",120000 - 175000 a year,,data analyst,year,147500.0,
442,Technical Writer - Business Analysis,Photon,Sample Code and Use Cases:Attention to detail and a commitment to delivering accurate and user-friendly documentation.User Feedback and Support:,"Jersey City, NJ",,,,,,
443,Business Analyst,UVeye,Gather data from original and secondary sources for our data and analysis.Experience in analyzing data to draw business-relevant conclusions and in data…,"Teaneck, NJ 07666",,Full-time,business analyst,,,
444,Sr. Reporting Analyst - New York -Remote,Molina Healthcare,Develop and demonstrate ongoing support data controls that detect data defects.Consolidate data from multiple sources using industry based tools or manually be…,"Remote in Manhattan, NY 10022",60414 - 117808 a year,Full-time,analyst,year,89111.0,
445,Actimize Business Analyst,"Exzac, Inc.","Work closely with technology to convey and interpret requirements, analyze and evaluate data needed to meet the requirements,.ACAMS certification is a plus.","Jersey City, NJ",,Full-time,business analyst,,,
446,Business Intelligence Analyst,Zettalogix,"Define data collection practices, identified conversion points, and implemented tracking on the website to collect marketing data.","Iselin, NJ 08830",,,business intelligence analyst,,,
447,Senior Business Analyst (FIX) - Hybrid (Jersey City),Rad Hires,"Experience with databases, SQL and data modeling, and data analysis.Experience as a software business analyst.Help build BA standards and best practices.","Hybrid remote in Bronx, NY",111000 - 130000 a year,Full-time,business analyst,year,120500.0,
448,Business Analyst-II,Oncorre,Be involved in various specialized projects; identify & analyze business requirements; oversee project management; understand business process; define scope of…,"Bridgewater, NJ 08807",,,business analyst,,,
449,Salesforce Business Analyst (Investment Bank),TekBoox,"Excellent time management skills with ability to multi-task and prioritize workload, while maintaining high attention to detail and meet deadlines.","New York, NY",,Contract,business analyst,,,
450,Data Analytics Consultant,SDG Group,"1 to 3 years of work/internship/academic experience in data analysis, data technology, business intelligence, analytics.","Bedminster, NJ 07921",,Full-time,analyst,,,
451,"Senior Business Analyst, Vice President",EquiLend,"Analyze client needs, data, and recommend data-driven solutions.5+ years experience in a similar business analyst role.Familiarity with SQL would be a plus.","New York, NY",115000 - 160000 a year,Full-time,business analyst,year,137500.0,
452,"Senior Data Analyst, Regulatory Relations",Osaic,3 to 5 years of reporting or data analytics experience.The Sr. Data Analyst on the Regulatory Relations team is primarily responsible for producing data and…,"Remote in Jersey City, NJ 07302",,Full-time,data analyst,,,
453,Business Professional - Sales Representative 3(Sales Analyst),Latitude 36 Inc,Bachelor's Degree with 2-5 years of directly related experience is required.Manage and analyze data feeds in Amazon Vendor Central for set up and execution of…,"Ridgefield Park, NJ 07660",,Full-time,sales analyst,,,
454,,,,,,,,,,
455,Sr.Business Analyst,Everest Consulting Group,One (1) year of the five (5) years progressive post-bachelor’s IT experience must include experience using Java/J2EE and SQL.,"Edison, NJ 08820",Estimated 98000 - 124000 a year,Full-time,business analyst,year,111000.0,
456,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854",49629 - 75000 a year,Full-time,analyst,year,62314.5,
457,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated 92800 - 117000 a year,Full-time,engineer,year,104900.0,
458,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,"Analyze data and implement data-driven program changes.Master It Behavior Therapy *is an ABA therapy agency with decades of experience, truly changing lives…","New Jersey, NJ",77 - 81 an hour,Part-time,analyst,hour,,79.0
459,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated 43000 - 54400 a year,Temporary,analyst,year,48700.0,
460,Business Analysis Team Leader - Technical Training Services,PSEG,"PSEG Company: Public Service Electric & Gas Co.Salary Range: $ 90,800 - $ 149,800.PSEG operates under a Flexible Work Model where flexible work is offered…","Hybrid remote in Edison, NJ 08837",90800 - 149800 a year,,,year,120300.0,
461,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.Posted on: 09/26/2023.","Manhattan, NY 10007 (Financial District area)",33000 - 55000 a year,Full-time,analyst,year,44000.0,
462,Senior Finance Business Analyst,Bellwether Staffing Solutions,"Experienced business analyst with at least 3-7 years’ experience.This is a hybrid role (3 days in office) and located in New York City or White Plains, NY.","Hybrid remote in White Plains, NY 10604",105000 - 120000 a year,Full-time,business analyst,year,112500.0,
463,Board Certified Behavior Analyst (BCBA) Hybrid of Clinic and In Home,SkyCare ABA,Collect and analyze data to monitor progress and make data-driven decisions.Experience in data collection and analysis for monitoring progress and making…,"Lakewood, NJ 08701",75000 - 100000 a year,Full-time,analyst,year,87500.0,
464,Business Analyst,Visionet Systems,"Act as liaison with offshore development team and supervise analysis activates of other analysts.Knowledge of merchandizing, campaigns & promotions, catalog &…","Cranbury, NJ",NaN,Full-time,business analyst,,,
465,Senior Software Business Analyst,LogicSource,"The position requires excellent detail orientation, systems thinking, communication and organization skills.We bring innovative resolutions with a transparent…","Norwalk, CT",NaN,Full-time,business analyst,,,
466,Business Technical Analyst,Optimum,Knowledge of databases and the ability to conduct basic data gathering queries.Develop reports and analyze the data to identify trends in the Contact Centers.,"Bethpage, NY 11714",59758 - 95613 a year,On call,analyst,year,77685.5,
467,Technical Business Analyst,Thorium digital,2-5 years of Technology Analyst/Business Systems Analyst experience.1-3 years of SDLC experience.1-3 years of web experience.Candidate Applying for the Role.,"East Brunswick, NJ",NaN,Full-time,business analyst,,,
468,Senior Business Analyst - Finance,Louis Dreyfus Company,Manage master data transformation process.5 - 10 years of strong technical or operational experience in financial or trading systems and a successful history…,"Wilton, CT 06897",NaN,,business analyst,,,
469,Senior Business Analyst,Infoville,"Work on data analysis, data mapping, documentation/user stories and work with development and QA teams for implementation in agile methodology using data…","Montgomery, NJ",NaN,,business analyst,,,
470,BUSINESS INTELLIGENCE ANALYST,Orbis,BUSINESS INTELLIGENCE ANALYST - Analyze derivatives trading data and generate data for financial products by querying data repositories.,"Piscataway, NJ 08854",NaN,,business intelligence analyst,,,
471,Financial Analyst (FR 2052a Reporting),U.S. Bank National Association,Identify and escalate data and reporting issues.Ability to implement complex data and reporting processes.Strong technical skills related to data mining and…,"Hybrid remote in New York, NY 10036",76840 - 99440 a year,Full-time,financial analyst,year,88140.0,
472,Liquidity Management Business Analyst,Deloitte,7 years of experience in functional business analyst (BA) or product owner role.Gather and elicit business and functional requirements and translate into…,"Jersey City, NJ",NaN,,business analyst,,,
473,Business Analyst (Korean),Geopaqlogic Staffing,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ 07660",30 - 40 an hour,Contract,business analyst,hour,,35.0
474,HR Data & Reporting Analyst,Veolia,"Research and troubleshoot data issues to ensure data quality.Build reliable, accurate and cross-matched reports for data research, troubleshooting, and data…","Hybrid remote in Paramus, NJ 07652",NaN,Full-time,analyst,,,
475,Principal Tech Business Analyst With Snowflake- Only USC & GC - NY (Hybrid),Source Mantra,"Snowflake SME will be proficient with data platform architecture, design, data dictionaries, multi-dimensional models, objects, star and snowflake schemas as…","New York, NY 10001 (Garment District area)",100000 - 130000 a year,Full-time,business analyst,year,115000.0,
476,Management Analyst,Finite States,"Analyze, business or operating procedures to devise most efficient methods; Plan, study work problems; Analyze data gathered; Involves in design and…","Somerset, NJ 08873",NaN,,analyst,,,
477,"Sr Associate, Data Analytics",KPMG,"Knowledge of qualitative analysis techniques including coding/categorizing, Fishbone Diagramming, 5 Whys, flowcharting, SIPOCs, Logic Trees, surveys and system…","Stamford, CT 06905 (Downtown area)",,,analyst,,,
478,"Korean Bilingual Business Analyst / Ridgefield Park, NJ / Logistics / SN764756",BTI Solutions,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ",,,business analyst,,,
479,"Senior Analyst, Digital Marketing Analytics",CMI Media Group,Collaborate with data analytics team to ensure data is being collected from both client and suppliers for objectives and KPI’s.,"Parsippany, NJ 07054",,,analyst,,,
480,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",,Full-time,analyst,,,
481,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",,Full-time,engineer,,,
482,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",,Full-time,analyst,,,
483,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",,Full-time,business analyst,,,
484,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",,Full-time,business analyst,,,
485,QA Analyst,Pim Brands Llc,Analyze and determine trends in data sets and identify where actions are required based on the data.Collect and compile statistical quality data from findings.,"Somerset, NJ 08873",,Full-time,analyst,,,
486,"Senior Business Analyst - Regulatory Reporting, Capital Markets",Royal Bank of Canada,,,,,business analyst,,,
487,IT Business Analyst- MMA National,Mercer,5 to 8 years’ experience of analyzing business problems and designing successful solutions.You will identify date elements and provide data mappings &…,"Remote in White Plains, NY 10601",65790 - 115290 a year,,it business analyst,year,90540.0,
488,Business Analyst (Hybrid),Benjamin Moore,"Knowledge of relational databases, data warehousing, business intelligence and CRM tools helpful.Strong process orientation with significant attention to…","Montvale, NJ 07645",Estimated 80900 - 102000 a year,,business analyst,year,91450.0,
489,Business Analyst (on-site),Union County College,"3 to 5 years of experience in a business analytics role including: process definition, management and monitoring, release management, web experience, database,…","Cranford, NJ 07016",65000 - 75000 a year,Full-time,business analyst,year,70000.0,
490,JDE Business Analysts,Eone Infotech LLC,"A baccalaureate degree with 5 years of post-baccalaureate, progressive experience is acceptable for Master’s equivalency.Travel/relocation may be required.","Edison, NJ 08817",Estimated 72600 - 92000 a year,Full-time,business analyst,year,82300.0,
491,Business Analyst / Cost Analyst,The Carian Group,"Someone who has experience as a project cost engineer or project accountant, minimum 3-5 years’ experience, experience with executive presentations etc.","South Plainfield, NJ 07080",Estimated 79200 - 100000 a year,,business analyst,year,89600.0,
492,Digital Product Business Analyst,The Chefs' Warehouse,5% above cost for our high-quality food products.Communicate with the data analytics and product teams to ensure pivotal business questions are being addressed…,"Ridgefield, CT 06877",Estimated 77900 - 98700 a year,Full-time,business analyst,year,88300.0,
493,"Senior Specialist, Business Intelligence & Data Technical Analyst (Hybrid)",Merck Sharp & Dohme,Design and develop rigorous data analyses and comprehensive data tools for internal stakeholders.Develop a deep understanding of the current state of available…,"Rahway, NJ 07065",107600 - 169400 a year,Full-time,business intelligence,year,138500.0,
494,IT Business Analyst / Senior Report Writer,Hudson Regional Hospital,Provide education and support to Finance leaders and analysts in the development of costing standards.Minimum 3-year experience in Healthcare.,"Secaucus, NJ 07094",Estimated 83100 - 105000 a year,,it business analyst,year,94050.0,
495,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",,Full-time,business analyst,,,
496,SAS PROGRAMMER ANALYSTS,Geomatrix Software Services,"Validate the data-by-data quality checks Invalid/Null/Missing values.Bachelor’s degree in Science, Technology, Engineering (any) with 5 years of experience in…","Bound Brook, NJ 08805",Estimated 96000 - 122000 a year,,analyst,year,109000.0,
497,Business Professional - Sales Representative 3(Sales Analyst),Latitude 36 Inc,Bachelor's Degree with 2-5 years of directly related experience is required.Manage and analyze data feeds in Amazon Vendor Central for set up and execution of…,"Ridgefield Park, NJ 07660",Estimated 57300 - 72500 a year,Full-time,sales analyst,year,64900.0,
498,PRODUCTION BUSINESS ANALYSTS,National Computer Systems,Bachelor's degree in the above mentioned fields along with 5 years of experience in job offered or related occupation is acceptable in lieu of a master’s degree…,"Piscataway, NJ 08854",Estimated 91400 - 116000 a year,,business analyst,year,103700.0,
499,Retirement BA SME,Infocodec Solutions,"Identify and translate business needs into clearly defined requirements, and create documentation inclusive of business use cases, process flows, data flows etc…","Piscataway, NJ 08854",13.00 - 46.76 an hour,Contract,,hour,,29.88
500,Capital Markets Business Analyst,proit-inc,Business analyst: 10 years (Preferred).Core Liquidity and Derivatives: 5 years (Preferred).Capital Markets Domain: 5 years (Preferred).,"Jersey City, NJ",100840 - 120347 a year,Full-time,business analyst,year,110593.5,
501,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",,Contract,analyst,,,
502,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",,Temporary,analyst,,,
