,Job title,Company name,Job description,Job location,Salary,Job type
969,"Korean Bilingual Business Analyst / Ridgefield Park, NJ / Logistics / SN764756",BTI Solutions,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ",Estimated $56.5K - $71.5K a year,NaN
970,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $112K - $141K a year,Full-time
971,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Estimated $90K - $114K a year,Full-time+1
972,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
973,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Full-time,NaN
974,Business Analysis Team Leader - Technical Training Services,PSEG,"PSEG Company: Public Service Electric & Gas Co.Salary Range: $ 90,800 - $ 149,800.PSEG operates under a Flexible Work Model where flexible work is offered…","Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
975,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.Posted on: 09/26/2023.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
976,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
977,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.Why join the Suburban Propane team?","Whippany, NJ 07981",NaN,NaN
978,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Estimated $98K - $124K a year,Full-time
979,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Estimated $105K - $133K a year,Full-time
980,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Union, NJ","$78,000 - $91,000 a year",Full-time
981,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
982,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Full-time,NaN
983,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",Contract,NaN
984,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Full-time,NaN
985,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Full-time+1,Monday to Friday
986,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
987,Behavior Analyst (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Middlesex, NJ","$78,000 - $91,000 a year",Full-time
988,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",Full-time,NaN
989,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Temporary,NaN
990,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
991,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
992,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Part-time,NaN
993,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Full-time,NaN
994,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
995,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",NaN,NaN
996,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
997,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",Pay information not provided,Contract
998,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Pay information not provided,Full-time
999,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Pay information not provided,Full-time+1
1000,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
1001,Behavior Analyst (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Middlesex, NJ","$78,000 - $91,000 a year",Full-time
1002,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",Pay information not provided,Full-time
1003,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Pay information not provided,Temporary
1004,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
1005,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1006,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Pay information not provided,Part-time
1007,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Pay information not provided,Full-time
1008,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1009,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Pay information not provided,NaN
1010,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1011,Retirement BA SME,Infocodec Solutions,"Identify and translate business needs into clearly defined requirements, and create documentation inclusive of business use cases, process flows, data flows etc…","Piscataway, NJ 08854",$13.00 - $46.76 an hour,Contract
1012,Technical Lead / Lead Business Functional Analyst,,,,,NaN
1013,,,,,,NaN
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,NaN
1018,,,,,,NaN
1019,,,,,,
1020,,,,,,
1021,,,,,,NaN
1022,,,,,,NaN
1023,,,,,,
1024,,,,,NaN,NaN
1025,,,,,,
1026,"Senior Analyst, Digital Marketing Analytics",CMI Media Group,Collaborate with data analytics team to ensure data is being collected from both client and suppliers for objectives and KPI’s.,"Parsippany, NJ 07054",NaN,NaN
1027,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
1028,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
1029,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Full-time+1,Monday to Friday
1030,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Full-time,NaN
1031,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Full-time,NaN
1032,Business Analysis Team Leader - Technical Training Services,PSEG,The Business Analysis Team Leader will play a key strategic role in leading and identifying opportunities to streamline and measure the UOS Technical Training…,"Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
1033,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Temporary,NaN
1034,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
1035,Board Certified Behavior Analyst (BCBA) Hybrid of Clinic and In Home,SkyCare ABA,Collect and analyze data to monitor progress and make data-driven decisions.Experience in data collection and analysis for monitoring progress and making…,"Lakewood, NJ 08701","$75,000 - $100,000 a year",Full-time
1036,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",NaN,NaN
1037,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Full-time,Day shift
1038,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Full-time,NaN
1039,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1040,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1041,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $112K - $141K a year,Full-time
1042,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $92.8K - $117K a year,Full-time
1043,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Full-time,NaN
1044,Business Analysis Team Leader - Technical Training Services,PSEG,The Business Analysis Team Leader will play a key strategic role in leading and identifying opportunities to streamline and measure the UOS Technical Training…,"Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
1045,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1046,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
1047,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
1048,Board Certified Behavior Analyst (BCBA) Hybrid of Clinic and In Home,SkyCare ABA,Collect and analyze data to monitor progress and make data-driven decisions.Experience in data collection and analysis for monitoring progress and making…,"Lakewood, NJ 08701","$75,000 - $100,000 a year",Full-time
1049,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Estimated $98K - $124K a year,Full-time
1050,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Estimated $105K - $133K a year,Full-time
1051,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated $118K - $150K a year,Part-time
1052,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1053,Jr SQL Dev/Dev Ops/BA/Data Engineering,VForce InfoTech,H1B TRANSFER AND GC FILING WITH THE BEST BILLING RATES*.We can Match Your Expectation if you are already experienced on Above explained area.,"Hybrid remote in Edison, NJ 08837","$60,000 - $100,000 a year",Full-time
1054,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Estimated $116K - $147K a year,NaN
1055,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1056,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Pay information not provided,Full-time
1057,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Pay information not provided,Full-time
1058,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Pay information not provided,Full-time
1059,Business Analysis Team Leader - Technical Training Services,PSEG,The Business Analysis Team Leader will play a key strategic role in leading and identifying opportunities to streamline and measure the UOS Technical Training…,"Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
1060,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1061,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Pay information not provided,Temporary
1062,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
1063,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Pay information not provided,Full-time
1064,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Pay information not provided,Full-time
1065,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Pay information not provided,Part-time
1066,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1067,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Pay information not provided,NaN
1068,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1069,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Estimated $90K - $114K a year,Full-time+1
1070,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $112K - $141K a year,Full-time
1071,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $92.8K - $117K a year,Full-time
1072,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Pay information not provided,Full-time
1073,Business Analysis Team Leader - Technical Training Services,PSEG,"PSEG Company: Public Service Electric & Gas Co.Salary Range: $ 90,800 - $ 149,800.PSEG operates under a Flexible Work Model where flexible work is offered…","Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
1074,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,"Analyze data and implement data-driven program changes.Master It Behavior Therapy *is an ABA therapy agency with decades of experience, truly changing lives…","New Jersey, NJ",$77 - $81 an hour,Part-time
1075,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
1076,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.Posted on: 09/26/2023.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
1077,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Estimated $98K - $124K a year,Full-time
1078,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Estimated $105K - $133K a year,Full-time
1079,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated $118K - $150K a year,Part-time
1080,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Union, NJ","$78,000 - $91,000 a year",Full-time
1081,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Estimated $116K - $147K a year,NaN
1082,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1083,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $92.8K - $117K a year,Full-time
1084,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Pay information not provided,Full-time
1085,Business Analysis Team Leader - Technical Training Services,PSEG,The Business Analysis Team Leader will play a key strategic role in leading and identifying opportunities to streamline and measure the UOS Technical Training…,"Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
1086,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1087,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
1088,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
1089,Board Certified Behavior Analyst (BCBA) Hybrid of Clinic and In Home,SkyCare ABA,Collect and analyze data to monitor progress and make data-driven decisions.Experience in data collection and analysis for monitoring progress and making…,"Lakewood, NJ 08701","$75,000 - $100,000 a year",Full-time
1090,BOARD CERTIFIED BEHAVIOR ANALYST (BCBA) -School based,St Mary's Healthcare System for Children,"Establishes effective data collection and graphing systems, analyzes data, and trains staff in methods of data collection and analysis.","Sea Cliff, NY",$65 - $90 an hour,Full-time+1
1091,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Estimated $98K - $124K a year,Full-time
1092,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Estimated $105K - $133K a year,Full-time
1093,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated $118K - $150K a year,Part-time
1094,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1095,Pricing Data Analyst,Joule,"Job Title: Pricing Data Analyst Location: Bridgewater, NJ Hours/Schedule: Shift Flexible: 24 hours /week: Part-time Hybrid Either 3 days/week - 8 hours a day Or…","Bridgewater, NJ 08807",$25 an hour,Contract
1096,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Estimated $116K - $147K a year,NaN
1097,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1098,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Full-time+1,Monday to Friday
1099,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Full-time,NaN
1100,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Full-time,NaN
1101,Sr. Business Analyst,Everest Consulting Group,"Senior Business Analyst(s) (full-time, 5 positions) needed in Edison, NJ and various unanticipated locations throughout the US to design and analyze business…","Edison, NJ 08820",Full-time,NaN
1102,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Temporary,NaN
1103,Behavior Analyst (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Middlesex, NJ","$78,000 - $91,000 a year",Full-time
1104,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",Full-time,NaN
1105,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
1106,Bilingual Korean Business Analyst,Geopaq Logic,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ 07660",Full-time+1,Monday to Friday+2
1107,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1108,Jr SQL Dev/Dev Ops/BA/Data Engineering,VForce InfoTech,H1B TRANSFER AND GC FILING WITH THE BEST BILLING RATES*.We can Match Your Expectation if you are already experienced on Above explained area.,"Hybrid remote in Edison, NJ 08837","$60,000 - $100,000 a year",Full-time
1109,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Part-time,NaN
1110,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Full-time,NaN
1111,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",NaN,NaN
